id,name,rating,userRatingCount,formattedAddress,latitude,longitude,phone,businessStatus,primaryType,takeout,delivery,dineIn,curbsidePickup,reservable,servesLunch,servesDinner,servesBeer,servesWine,liveMusic,servesCocktails,goodForChildren,acceptsCreditCards,acceptsDebitCards,acceptsCashOnly,acceptsNfc,freeParkingLot,freeStreetParking,wheelchairAccessibleEntrance,wheelchairAccessibleRestroom,wheelchairAccessibleSeating,priceStartUSD,priceEndUSD,googleMapsUri
ChIJLS--MtHOD4gRM9DBQWnnpVg,Noodles and Company,4.1,537.0,"5681 W Touhy Ave, Niles, IL 60714, USA",42.0114356,-87.76880849999999,(847) 647-2544,OPERATIONAL,restaurant,True,True,True,False,,True,True,False,False,,False,True,True,True,False,True,True,True,,,True,10,20,https://maps.google.com/?cid=6387766085755719731&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlS-vkGMsDogRmqzv33pJp6w,Slurp Slurp Noodles,4.3,1122.0,"2247 S Wentworth Ave, Chicago, IL 60616, USA",41.851552399999996,-87.63174599999999,(312) 982-2969,OPERATIONAL,restaurant,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,,,True,,,True,10,20,https://maps.google.com/?cid=12440993287726148762&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLS3e3qgzDogRgh6CXuqE0lQ,Las Brazas Restaurant,4.4,350.0,"1926 S Cicero Ave, Cicero, IL 60804, USA",41.8539041,-87.744517,(708) 222-7700,OPERATIONAL,mexican_restaurant,True,True,True,,,True,True,False,False,False,False,True,True,True,False,True,True,True,,,True,10,20,https://maps.google.com/?cid=6112093786437983874&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlS4cMDUtDogRs6G4vrzuSXQ,Cleos Bar and Grill,4.4,1018.0,"1935 W Chicago Ave, Chicago, IL 60622, USA",41.895805599999996,-87.676,(312) 243-5600,OPERATIONAL,bar,True,False,True,False,True,,,True,True,False,True,False,True,True,False,True,,True,False,,False,20,30,https://maps.google.com/?cid=8379491076120551859&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlSBqtmIlDogRsuiJwJZ-gFs,Jamison's Soul Food,3.4,841.0,"1800 W 87th St, Chicago, IL 60620, USA",41.735968199999995,-87.66840719999999,(773) 701-6709,CLOSED_TEMPORARILY,american_restaurant,True,False,True,,False,True,True,,,False,,False,,True,False,True,True,,True,,,10,20,https://maps.google.com/?cid=6593409040410863794&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLSCunVxLDogRypBhwnjFLjI,Tony's steak & gyros,3.2,10.0,"4731 Butterfield Rd, Hillside, IL 60162, USA",41.877562999999995,-87.901738,(708) 540-4242,OPERATIONAL,american_restaurant,True,,True,,,True,True,False,False,False,False,True,True,True,False,,True,True,,,,10,20,https://maps.google.com/?cid=3616044673273008330&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlSdbcbLSD4gRx8v43uAT3Cc,Boeufhaus,4.7,827.0,"1012 N Western Ave, Chicago, IL 60622, USA",41.899856199999995,-87.6872841,(773) 661-2116,OPERATIONAL,steak_house,True,,True,False,True,True,True,True,True,False,True,False,True,True,False,True,,True,True,True,True,100,,https://maps.google.com/?cid=2872192518889982919&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlSeIQ0XLD4gRhzl2C0kTZ1Y,Serrelli's Finer Foods,4.6,375.0,"6454 W North Ave, Chicago, IL 60707, USA",41.9092687,-87.7873283,(773) 237-7530,OPERATIONAL,grocery_store,True,True,,,False,,,,,False,,,True,True,False,True,,,True,,,,,https://maps.google.com/?cid=6225966214308837767&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLShhrMI1DogRWijfJKkSg00,BABYGOLD BARBECUE,4.2,212.0,"6613 Roosevelt Rd, Berwyn, IL 60402, USA",41.865065699999995,-87.7894786,(708) 637-4364,OPERATIONAL,barbecue_restaurant,True,True,True,,True,True,True,True,,True,True,True,True,True,False,,,True,True,True,True,20,30,https://maps.google.com/?cid=5585328480546924634&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlSKAdBHTD4gRhFm4OJ_Eas8,Allende Restaurant #2,4.3,310.0,"2221 N Lincoln Ave, Chicago, IL 60614, USA",41.9225151,-87.6445061,(773) 281-7823,OPERATIONAL,mexican_restaurant,True,False,True,False,False,True,True,False,False,False,False,True,True,True,False,,,,False,False,True,10,20,https://maps.google.com/?cid=14945974501512862084&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLSkPcdjTD4gRsRs5Ik5WUQM,Mr. Shawarma,4.5,102.0,"4552 N Magnolia Ave, Chicago, IL 60640, USA",41.9650709,-87.6615618,(773) 961-8807,OPERATIONAL,middle_eastern_restaurant,True,True,True,,True,True,True,,,False,,True,True,True,False,True,True,,True,,,10,20,https://maps.google.com/?cid=239067148808952753&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLSR2F146DogRG-ezWm-46ZI,Nonna's GoodLife Pizza Oak Lawn,4.0,854.0,"9602 S Cicero Ave, Oak Lawn, IL 60453, USA",41.7180421,-87.7412184,(708) 424-2424,OPERATIONAL,pizza_restaurant,True,True,True,,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,1,10,https://maps.google.com/?cid=10586195187513681691&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlSSuJNXTD4gR6KO1UEzrdew,Double Happiness,4.5,43.0,"1061 W Argyle St, Chicago, IL 60640, USA",41.973132,-87.65738390000001,(773) 334-3735,OPERATIONAL,restaurant,True,,True,,,True,True,,,False,,True,,,True,,,,,,,10,20,https://maps.google.com/?cid=17038783478230262760&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlSTcnPfSD4gRsVFayUj1A-4,McDonald's,3.8,1537.0,"1737 W Fullerton Ave, Chicago, IL 60614, USA",41.9247616,-87.6719262,(773) 244-4001,OPERATIONAL,fast_food_restaurant,True,True,True,True,,True,True,,,,,,,True,False,True,True,True,True,,,1,10,https://maps.google.com/?cid=17150821498921570737&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLSuHanvSD4gRkmRzSRf0Ack,Roscoe Square,4.3,1750.0,"3330 N Western Ave, Chicago, IL 60618, USA",41.942098699999995,-87.6894435,(630) 645-2800,OPERATIONAL,shopping_mall,,,,,,,,,,,,,True,True,,True,True,True,True,True,True,,,https://maps.google.com/?cid=14484126257453950098&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlSZFyvsnDogRfI2I4aFI8fo,El Gran Gallo- tacos tortas Lemonade birria gyros wings burgers,4.0,4.0,"10606 S Torrence Ave, Chicago, IL 60617, USA",41.7024701,-87.5599,(773) 933-0820,OPERATIONAL,restaurant,True,True,True,True,,True,,,,False,,,True,True,False,True,,,,,,20,30,https://maps.google.com/?cid=18082313838980009340&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlT0j5qfND4gRX-lQATQJnrE,Taco Pros - Mexican Cocina ( Diversey ),4.3,143.0,"5959 W Diversey Ave Store B, Chicago, IL 60639, USA",41.9309215,-87.7757568,(773) 377-6402,OPERATIONAL,mexican_restaurant,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,,True,True,True,10,20,https://maps.google.com/?cid=12798677309998557535&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLT50YCguDogRnF_F34HJRdY,Isidro’s Tamales Sandra Foods,4.8,45.0,"2841 W 59th St, Chicago, IL 60629, USA",41.786221999999995,-87.6951813,(773) 737-1882,OPERATIONAL,food,,,,,,,,,,,,,,,,,,,,,,,,https://maps.google.com/?cid=15439968457151831964&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlT7cRE41DogRQDLhVzok65E,Taqueria El Grande,4.7,325.0,"9132 31st St, Brookfield, IL 60513, USA",41.8352055,-87.8510623,(708) 854-6030,OPERATIONAL,mexican_restaurant,True,True,True,False,True,True,True,,,False,,True,True,True,False,True,True,True,True,True,True,10,20,https://maps.google.com/?cid=10514537588027634240&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlTH8vcfMD4gRHtoJKfA3VPA,McDonald's,3.6,1244.0,"5133 W North Ave, Chicago, IL 60639, USA",41.9092179,-87.7551991,(773) 237-8655,OPERATIONAL,fast_food_restaurant,True,True,True,True,,True,True,,,,,,,True,False,True,True,True,True,,,1,10,https://maps.google.com/?cid=17317527971766589982&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlTTOyO_ND4gR6bW_QQIMuMs,Wok Cuisine,4.4,344.0,"4554 N Kedzie Ave, Chicago, IL 60625, USA",41.9644955,-87.7088047,(708) 637-0364,OPERATIONAL,chinese_restaurant,True,True,True,,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,,True,10,20,https://maps.google.com/?cid=14679496189246682601&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlU0hAerND4gR2eBgV0H2stg,Restaurant Los Molcajetes,4.3,519.0,"3532 W Montrose Ave, Chicago, IL 60618, USA",41.9612428,-87.7170507,(773) 267-1834,OPERATIONAL,mexican_restaurant,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,,True,False,True,True,10,20,https://maps.google.com/?cid=15614813618546204889&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLU9CVcjND4gRkjCyKaPKTIs,JJ Fish & Chicken - Chicago,3.9,475.0,"5211 W North Ave, Chicago, IL 60639, USA",41.909203399999996,-87.7561996,(773) 417-8888,OPERATIONAL,restaurant,True,True,,,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,,False,10,20,https://maps.google.com/?cid=10037620471630016658&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlUPJM58tDogRuW19tEetOY4,American Legion Dorman-Dunn Post 547,4.5,62.0,"2129 W Cermak Rd, Chicago, IL 60608, USA",41.8518888,-87.6794962,,OPERATIONAL,,,,,,,,,,,,,,,,True,,,,True,,,,,https://maps.google.com/?cid=10248412950540676537&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlUSEXAAtDogRL4uQxSuDhgg,il Carciofo,4.3,260.0,"1045 W Fulton St, Chicago, IL 60607, USA",41.886593999999995,-87.65400790000001,(872) 274-5862,OPERATIONAL,italian_restaurant,,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,,,True,True,True,50,100,https://maps.google.com/?cid=614322623204068143&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLUWadPstDogRUu59JY8pSKM,Wendy's,3.8,1749.0,"2610 W Pershing Rd, Chicago, IL 60632, USA",41.8231545,-87.69005969999999,(773) 650-5819,OPERATIONAL,fast_food_restaurant,True,True,True,False,,True,True,False,False,,,True,True,True,False,True,True,,True,True,,10,20,https://maps.google.com/?cid=11765699721291492946&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlVcYJybLD4gRSNzVbUvF5Ws,Massa Cafe Italiano,4.7,985.0,"7434 W North Ave, Elmwood Park, IL 60707, USA",41.9089324,-87.81240059999999,(708) 583-1111,OPERATIONAL,restaurant,True,True,True,,,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,10,20,https://maps.google.com/?cid=7774837259480980552&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLVl2NKfND4gRysS4Hqy7cZA,Taco Bell,3.9,1528.0,"3143 N Milwaukee Ave, Chicago, IL 60618, USA",41.9384006,-87.7222623,(773) 539-2762,OPERATIONAL,fast_food_restaurant,True,True,True,,,True,True,False,False,,,True,,True,False,True,True,True,True,True,,10,20,https://maps.google.com/?cid=10408306561754121418&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlVTcGX08DogR73oU3XvJhe0,Culver’s,4.4,1895.0,"13300 S Cicero Ave, Crestwood, IL 60418, USA",41.650333599999996,-87.7388113,(708) 385-8588,OPERATIONAL,american_restaurant,True,,False,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,10,20,https://maps.google.com/?cid=17115307492718705391&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlW14qIrTD4gRUfxIG-a-Teo,Tous Les Jours,4.4,336.0,"1726 W Division St, Chicago, IL 60622, USA",41.9035174,-87.6711347,(773) 697-8227,OPERATIONAL,bakery,True,True,True,,,,,,,,,,True,True,False,True,,True,True,True,True,10,20,https://maps.google.com/?cid=16883360473591381073&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLW1Jq_0oDogRzMiTyQFJOQw,Subway,3.6,137.0,"6718 S Stony Island Ave, Chicago, IL 60649, USA",41.7727846,-87.5867337,(773) 241-5030,OPERATIONAL,sandwich_shop,True,True,True,,False,True,True,False,False,False,False,True,True,True,False,True,,,True,,,10,20,https://maps.google.com/?cid=880815474153343180&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLW3g5bgsDogRrhdRVUHOEPQ,One North Kitchen & Bar,4.2,450.0,"1 N Wacker Dr, Chicago, IL 60606, USA",41.882392499999995,-87.63661429999999,(312) 750-9700,OPERATIONAL,american_restaurant,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,,,True,True,True,20,30,https://maps.google.com/?cid=17586783324881360814&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLW643zslDogRzgBTQd0xBWY,Dreams Pizza,4.5,34.0,"1413 W 127th St, Calumet Park, IL 60827, USA",41.662655099999995,-87.6566102,(708) 730-4325,OPERATIONAL,restaurant,True,True,True,True,,True,True,,,False,,True,True,True,False,,True,True,,,,20,30,https://maps.google.com/?cid=7351336793105694926&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLWDI9xzND4gRZii9wmVYPx0,El Taconazo Jr.,3.9,1419.0,"4256 W Fullerton Ave, Chicago, IL 60639, USA",41.924775499999996,-87.73397399999999,(773) 278-8944,OPERATIONAL,restaurant,True,True,True,,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,10,20,https://maps.google.com/?cid=2107500344714799206&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlWdTJKEsDogR2xdPOM6jxWA,The Café,2.5,119.0,"111 S Michigan Ave, Chicago, IL 60603, USA",41.8795162,-87.62149180000002,(312) 443-3747,OPERATIONAL,fast_food_restaurant,,False,True,,,True,,True,True,,,,True,True,False,True,,,True,True,,20,30,https://maps.google.com/?cid=6973159704156379099&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLwehLqovDogR-Nn3Z5VJJNY,Hunger Hideout,5.0,3.0,"2539 W 79th St, Chicago, IL 60652, USA",41.749770999999996,-87.686835,,OPERATIONAL,restaurant,True,,True,,,,,False,False,,False,,,,,,,,,,,,,https://maps.google.com/?cid=15430539129321413112&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlwGi9Z3SD4gRg49iS6mS7p4,Taqueria Moran,4.5,1319.0,"2226 N California Ave, Chicago, IL 60647, USA",41.9225316,-87.6974984,(773) 235-2663,OPERATIONAL,mexican_restaurant,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,,,,True,True,10,20,https://maps.google.com/?cid=11452252158261628803&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlwJIVfctDogRFp9gUKV-fFI,Anthony Supermarket,4.8,31.0,"3557 S California Ave, Chicago, IL 60632, USA",41.8284489,-87.6945598,(773) 847-5977,OPERATIONAL,supermarket,,,,,,,,,,,,,True,True,False,True,,,,,,,,https://maps.google.com/?cid=5943764856705425174&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLwjPSMgxDogRbS3z1G8w2As,Pop-N-Pizza,4.3,411.0,"3701 W 59th St, Chicago, IL 60629, USA",41.785941,-87.7157364,(773) 284-8500,OPERATIONAL,pizza_restaurant,True,True,True,,False,True,True,False,False,False,False,,True,True,False,True,True,True,True,,,10,20,https://maps.google.com/?cid=853485386258918765&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlwJSTFoyDogR6FcN6ufo0Mk,Sanchez Tacos,4.4,372.0,"2218 S Pulaski Rd, Chicago, IL 60623, USA",41.8508383,-87.72490239999999,,OPERATIONAL,restaurant,True,False,True,False,False,True,True,False,False,False,False,,,,True,,True,,,,False,10,20,https://maps.google.com/?cid=14542379279541164008&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlwkCJqbRD4gRQVYmkEcV8Hk,Starbucks,4.3,554.0,"6576 N Sheridan Rd, Chicago, IL 60626, USA",42.00223,-87.661,(773) 743-0417,OPERATIONAL,coffee_shop,True,True,True,,False,True,False,False,False,False,False,True,True,True,False,True,,,True,True,True,1,10,https://maps.google.com/?cid=8786546270105130561&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLwlex_7TD4gRGPKEsZApggo,Jeong,4.8,389.0,"1460 W Chicago Ave, Chicago, IL 60642, USA",41.8962398,-87.66483339999999,(312) 877-5016,OPERATIONAL,restaurant,False,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,,True,True,True,True,100,,https://maps.google.com/?cid=757213388781974040&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLwlULFpLDogRI8v2LIw0m8U,Cafe Sol Breakfast & Lunch,4.5,60.0,"4607 W Lake St, Melrose Park, IL 60160, USA",41.8986149,-87.8888577,(708) 223-8209,OPERATIONAL,restaurant,True,True,True,True,True,True,,,,False,,True,True,,False,,True,True,True,True,,10,20,https://maps.google.com/?cid=14239032423516392227&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlwN35FXTD4gRS0dwI1pYR0A,Queen K's,4.5,160.0,"7210 N California Ave, Chicago, IL 60645, USA",42.0124163,-87.69996739999999,(773) 754-8015,OPERATIONAL,restaurant,True,True,True,False,,True,True,False,False,False,False,True,True,True,False,True,,True,,,,10,20,https://maps.google.com/?cid=4631767885938706251&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlWOINhLND4gRPboZC4tXaGE,La Michoacana Logan Square,4.4,197.0,"3740 W Fullerton Ave, Chicago, IL 60647, USA",41.9246955,-87.7211229,(773) 799-8516,OPERATIONAL,ice_cream_shop,True,True,True,,,,,,,,,True,True,True,False,True,,,,,,,,https://maps.google.com/?cid=7018956273955224125&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLwPlvy_SD4gRqEJ181lAUhQ,Carol's Pub,4.6,726.0,"4659 N Clark St, Chicago, IL 60640, USA",41.966915199999995,-87.6669024,(773) 754-8000,OPERATIONAL,pub,True,True,True,False,True,,,True,True,True,True,False,True,True,False,True,,True,True,True,True,10,20,https://maps.google.com/?cid=1464303583929647784&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLwqIZDFKDogRtWFmjPFI2w4,Alpine Food Shop Westchester,4.7,236.0,"10712 W 31st St, Westchester, IL 60154, USA",41.8340673,-87.88899270000002,(708) 483-6171,OPERATIONAL,deli,True,True,,,,,,,,,,,True,True,False,True,True,True,True,,,10,20,https://maps.google.com/?cid=1070529538710462901&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlwReO7QpDogR3M9bwvY6HfU,Gerbskitchen,,,"7158 S Vernon Ave, Chicago, IL 60619, USA",41.764013299999995,-87.61426999999999,(312) 966-0789,OPERATIONAL,restaurant,True,False,,True,False,True,True,False,False,,False,True,True,True,False,,False,False,True,False,False,,,https://maps.google.com/?cid=17662338145114116060&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLWVAw4nND4gRII6ZSqC5QgQ,Something So Tasty Nutrition,4.8,24.0,"4353 W North Ave, Chicago, IL 60639, USA",41.909544,-87.73601219999999,(312) 366-8330,OPERATIONAL,restaurant,True,True,True,,,True,,,False,False,,True,True,True,False,True,,,True,True,True,10,20,https://maps.google.com/?cid=307011822712098336&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLwyh9iq1D4gRiY_5zRnrMyM,Tortas Frontera,3.7,219.0,"10000 W O'Hare Ave H 4, Chicago, IL 60666, USA",41.975423600000006,-87.9001409,,OPERATIONAL,mexican_restaurant,True,,True,True,,True,True,True,,False,True,True,True,True,False,True,,,,,,10,20,https://maps.google.com/?cid=2536629511202115465&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlX7Qmg7OD4gRsmUQ8FUGoE8,MeeNaRi Restaurant,4.5,63.0,"3311 W Bryn Mawr Ave, Chicago, IL 60659, USA",41.9828216,-87.7117828,(773) 267-3590,CLOSED_TEMPORARILY,korean_restaurant,True,,,,,,,,,,,,,,,,,,,,,10,20,https://maps.google.com/?cid=5737592891439605170&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlXD9HlXND4gRerMfsBTlw8U,Jimmy John's,2.9,19.0,"4709 W Foster Ave Ste 2B, Chicago, IL 60630, USA",41.9743223,-87.74602349999999,(847) 262-9333,OPERATIONAL,sandwich_shop,,True,,,False,True,True,False,False,False,False,True,True,True,False,True,,,True,,,,,https://maps.google.com/?cid=14250485522947355514&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLxDhpiLTD4gRaIN8F8D8g5o,The Ambassador Room,4.1,190.0,"1301 N State Pkwy, Chicago, IL 60610, USA",41.9060542,-87.6284696,(312) 748-1301,OPERATIONAL,american_restaurant,True,False,True,,True,True,True,True,True,True,True,True,True,True,False,True,,,True,True,True,,,https://maps.google.com/?cid=11134020605747954536&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlxESxIArDogRSTWcgMczHWg,Dunkin',3.8,17.0,"2301 S King Dr, Chicago, IL 60616, USA",41.851233,-87.617034,(800) 447-0013,CLOSED_TEMPORARILY,coffee_shop,True,True,True,True,,True,True,False,False,False,False,True,True,True,False,,,,True,,,,,https://maps.google.com/?cid=7502209486218343753&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlxEyFhi2D4gRBMrz6rQP9mY,Flipt,3.6,103.0,"3000 S River Rd, Des Plaines, IL 60018, USA",41.9977847,-87.8640131,(847) 795-0777,OPERATIONAL,hamburger_restaurant,True,False,True,False,False,True,True,,,False,,,True,True,False,True,True,False,True,True,True,10,20,https://maps.google.com/?cid=7419134705849846276&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlxFoB3QpDogR6CegFbNfjlE,Sip & Savor | 53rd Street - Hyde Park,4.6,772.0,"5301 S Hyde Park Blvd, Chicago, IL 60615, USA",41.7995124,-87.583867,(872) 731-2926,OPERATIONAL,coffee_shop,True,True,True,,False,True,False,True,True,False,True,True,True,True,False,True,,True,True,True,True,1,10,https://maps.google.com/?cid=5876739786531678184&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlXhtdi4tDogRbMuu-kpynx0,Ramirez Fast Food,4.0,144.0,"1521 W Grand Ave, Chicago, IL 60642, USA",41.890833300000004,-87.6663889,(312) 666-8331,OPERATIONAL,fast_food_restaurant,True,True,True,,,True,True,False,False,,,True,True,True,False,,True,,,,,,,https://maps.google.com/?cid=2134550414755810156&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlXMCgNYsDogRqUYBlMRWJAM,D'Amato's Bakery,4.7,1618.0,"1124 W Grand Ave, Chicago, IL 60642, USA",41.891292199999995,-87.65567709999999,(312) 733-5456,OPERATIONAL,bakery,True,False,False,,,,,,,,,,True,True,False,True,,True,False,,,10,20,https://maps.google.com/?cid=226401283572057769&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlXphUWYvDogR3DXSwLDUUQQ,Chicago Wingz Around The World,3.9,100.0,"108 E 47th St, Chicago, IL 60653, USA",41.8094597,-87.6223192,(773) 952-4789,OPERATIONAL,restaurant,True,True,True,,False,True,True,False,False,False,False,,True,True,False,,,True,,,,10,20,https://maps.google.com/?cid=311263704879609308&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
